CustomerID,recency,frequency,monetary,last_purchase,country,R,F,M,RFM,segment
13771,64,3,2634.45,2011-10-06 14:18:00,United Kingdom,2,3,4,234,At Risk (was valuable)
13772,34,3,1132.13,2011-11-06 11:43:00,United Kingdom,3,3,3,333,Champions
13774,82,1,345.0,2011-09-19 12:06:00,United Kingdom,2,1,2,212,Lapsed / Low
13777,1,24,25977.16,2011-12-09 12:25:00,United Kingdom,4,4,4,444,Champions
13778,103,1,178.7,2011-08-28 15:25:00,United Kingdom,2,1,1,211,Lapsed / Low
13780,7,2,360.01,2011-12-02 13:49:00,United Kingdom,4,2,2,422,Loyal
13781,251,1,127.84,2011-04-03 12:08:00,United Kingdom,1,1,1,111,Lapsed / Low
13782,13,6,912.0,2011-11-27 11:54:00,United Kingdom,4,4,3,443,Champions
13784,10,11,2462.79,2011-11-30 09:33:00,United Kingdom,4,4,4,444,Champions
13786,367,1,230.39999999999998,2010-12-07 13:53:00,United Kingdom,1,1,1,111,Lapsed / Low
13787,76,2,309.04,2011-09-25 12:06:00,United Kingdom,2,2,2,222,Lapsed / Low
13790,4,1,348.8,2011-12-05 15:48:00,United Kingdom,4,1,2,412,Recent / New
13791,128,2,1516.0,2011-08-04 11:44:00,United Kingdom,2,2,3,223,Lapsed / Low
13792,66,2,195.55,2011-10-04 14:31:00,United Kingdom,2,2,1,221,Lapsed / Low
13798,1,53,37153.85,2011-12-08 15:51:00,United Kingdom,4,4,4,444,Champions
13799,117,2,688.86,2011-08-15 12:07:00,United Kingdom,2,2,3,223,Lapsed / Low
13800,310,1,558.32,2011-02-03 12:27:00,United Kingdom,1,1,2,112,Lapsed / Low
13801,67,1,324.8,2011-10-04 10:15:00,United Kingdom,2,1,2,212,Lapsed / Low
13802,139,3,4599.42,2011-07-24 10:54:00,United Kingdom,2,3,4,234,At Risk (was valuable)
13803,255,1,277.07,2011-03-29 12:57:00,United Kingdom,1,1,1,111,Lapsed / Low
13804,31,6,2635.79,2011-11-09 12:32:00,United Kingdom,3,4,4,344,Champions
13805,52,2,924.6,2011-10-18 14:50:00,United Kingdom,2,2,3,223,Lapsed / Low
13806,64,1,256.38,2011-10-07 11:43:00,United Kingdom,2,1,1,211,Lapsed / Low
13807,367,1,112.6,2010-12-07 15:48:00,United Kingdom,1,1,1,111,Lapsed / Low
13808,6,5,1747.66,2011-12-04 12:18:00,United Kingdom,4,4,4,444,Champions
13809,305,1,155.05,2011-02-07 13:15:00,Cyprus,1,1,1,111,Lapsed / Low
13810,29,2,827.51,2011-11-11 08:33:00,Germany,3,2,3,323,Loyal
13811,184,2,519.75,2011-06-09 09:54:00,Germany,1,2,2,122,Lapsed / Low
13812,42,3,485.0,2011-10-28 14:27:00,Germany,3,3,2,332,Loyal
13813,40,4,1168.8600000000001,2011-10-31 10:38:00,Germany,3,3,3,333,Champions
13814,92,2,1579.12,2011-09-08 13:48:00,Germany,2,2,3,223,Lapsed / Low
13815,22,4,3667.36,2011-11-17 14:19:00,Germany,3,3,4,334,Champions
13816,24,2,499.67,2011-11-16 08:38:00,Germany,3,2,2,322,Loyal
13817,29,2,328.98,2011-11-10 17:49:00,Germany,3,2,2,322,Loyal
13819,302,3,1140.35,2011-02-11 10:38:00,United Kingdom,1,3,3,133,At Risk (was valuable)
13821,145,2,385.64,2011-07-18 09:49:00,United Kingdom,1,2,2,122,Lapsed / Low
13822,6,2,632.0,2011-12-04 12:13:00,United Kingdom,4,2,2,422,Loyal
13823,19,2,957.66,2011-11-21 10:22:00,United Kingdom,3,2,3,323,Loyal
13824,33,5,1698.94,2011-11-07 12:41:00,United Kingdom,3,4,4,344,Champions
13826,176,1,189.5,2011-06-16 13:48:00,United Kingdom,1,1,1,111,Lapsed / Low
13827,58,3,412.05,2011-10-13 12:38:00,United Kingdom,2,3,2,232,At Risk (was valuable)
13828,22,1,209.49,2011-11-17 16:02:00,United Kingdom,3,1,1,311,Recent / New
13831,16,6,2202.99,2011-11-23 15:41:00,United Kingdom,4,4,4,444,Champions
13832,19,1,52.199999999999996,2011-11-20 15:36:00,United Kingdom,3,1,1,311,Recent / New
13833,159,1,384.8,2011-07-03 13:27:00,United Kingdom,1,1,2,112,Lapsed / Low
13835,25,4,834.57,2011-11-14 15:37:00,United Kingdom,3,3,3,333,Champions
13837,212,2,271.24,2011-05-12 12:10:00,United Kingdom,1,2,1,121,Lapsed / Low
13838,6,3,691.73,2011-12-04 11:00:00,United Kingdom,4,3,3,433,Champions
13841,253,1,85.0,2011-04-01 12:10:00,United Kingdom,1,1,1,111,Lapsed / Low
13842,59,9,3385.62,2011-10-12 10:51:00,United Kingdom,2,4,4,244,At Risk (was valuable)
13844,11,1,361.62,2011-11-28 13:21:00,United Kingdom,4,1,2,412,Recent / New
13845,65,1,312.98,2011-10-06 08:25:00,United Kingdom,2,1,2,212,Lapsed / Low
13846,25,3,865.0600000000001,2011-11-15 12:07:00,United Kingdom,3,3,3,333,Champions
13848,92,3,1255.0,2011-09-08 12:58:00,United Kingdom,2,3,3,233,At Risk (was valuable)
13849,52,2,1537.95,2011-10-19 10:59:00,United Kingdom,2,2,3,223,Lapsed / Low
13850,129,1,1595.48,2011-08-02 14:04:00,United Kingdom,2,1,3,213,Lapsed / Low
13851,96,3,2651.46,2011-09-05 12:36:00,United Kingdom,2,3,4,234,At Risk (was valuable)
13853,57,1,1090.14,2011-10-13 14:18:00,United Kingdom,2,1,3,213,Lapsed / Low
13854,9,25,8109.5199999999995,2011-12-01 09:06:00,United Kingdom,4,4,4,444,Champions
13856,169,3,388.5,2011-06-24 10:03:00,United Kingdom,1,3,2,132,At Risk (was valuable)
13858,57,1,216.17,2011-10-13 16:17:00,United Kingdom,2,1,1,211,Lapsed / Low
13859,326,1,201.16,2011-01-17 16:14:00,United Kingdom,1,1,1,111,Lapsed / Low
13860,1,4,1245.9,2011-12-08 12:57:00,United Kingdom,4,3,3,433,Champions
13862,18,8,2209.36,2011-11-21 16:24:00,United Kingdom,4,4,4,444,Champions
13863,248,1,305.78,2011-04-06 10:20:00,United Kingdom,1,1,2,112,Lapsed / Low
13865,58,4,501.56,2011-10-12 13:31:00,United Kingdom,2,3,2,232,At Risk (was valuable)
13866,74,1,145.67000000000002,2011-09-26 14:54:00,United Kingdom,2,1,1,211,Lapsed / Low
13867,31,3,1015.29,2011-11-08 15:48:00,United Kingdom,3,3,3,333,Champions
13868,7,2,3192.54,2011-12-02 16:32:00,United Kingdom,4,2,4,424,Loyal
13869,123,4,3104.95,2011-08-08 13:53:00,United Kingdom,2,3,4,234,At Risk (was valuable)
13870,2,6,2770.94,2011-12-07 13:23:00,United Kingdom,4,4,4,444,Champions
13871,23,12,6403.25,2011-11-17 10:49:00,United Kingdom,3,4,4,344,Champions
13873,120,3,389.6,2011-08-12 10:08:00,United Kingdom,2,3,2,232,At Risk (was valuable)
13874,358,1,540.45,2010-12-16 18:20:00,United Kingdom,1,1,2,112,Lapsed / Low
13875,54,5,1786.79,2011-10-17 09:36:00,United Kingdom,2,4,4,244,At Risk (was valuable)
13876,64,1,122.7,2011-10-07 10:22:00,United Kingdom,2,1,1,211,Lapsed / Low
13877,86,1,117.24,2011-09-14 15:49:00,United Kingdom,2,1,1,211,Lapsed / Low
13878,55,1,1281.53,2011-10-16 12:19:00,United Kingdom,2,1,3,213,Lapsed / Low
13880,21,10,3219.77,2011-11-18 13:44:00,United Kingdom,3,4,4,344,Champions
13881,4,16,17159.52,2011-12-06 12:50:00,United Kingdom,4,4,4,444,Champions
13882,3,5,1191.13,2011-12-07 11:16:00,United Kingdom,4,4,3,443,Champions
13883,11,3,2674.48,2011-11-29 10:45:00,United Kingdom,4,3,4,434,Champions
13884,7,4,787.6,2011-12-02 16:30:00,United Kingdom,4,3,3,433,Champions
13885,189,2,506.8,2011-06-03 15:07:00,United Kingdom,1,2,2,122,Lapsed / Low
13886,71,1,243.56,2011-09-29 13:17:00,United Kingdom,2,1,1,211,Lapsed / Low
13887,204,1,349.55,2011-05-19 17:22:00,United Kingdom,1,1,2,112,Lapsed / Low
13888,120,2,605.63,2011-08-12 10:13:00,United Kingdom,2,2,2,222,Lapsed / Low
13889,93,1,416.90000000000003,2011-09-08 09:13:00,United Kingdom,2,1,2,212,Lapsed / Low
13890,1,9,1883.8100000000002,2011-12-08 15:36:00,United Kingdom,4,4,4,444,Champions
13892,27,4,632.97,2011-11-13 11:50:00,United Kingdom,3,3,2,332,Loyal
13893,298,1,821.1,2011-02-15 11:30:00,United Kingdom,1,1,3,113,Lapsed / Low
13894,24,2,564.62,2011-11-16 09:44:00,United Kingdom,3,2,2,322,Loyal
13895,28,4,2593.07,2011-11-11 16:57:00,United Kingdom,3,3,4,334,Champions
13897,50,1,311.16,2011-10-20 14:30:00,United Kingdom,3,1,2,312,Recent / New
13898,326,1,155.93,2011-01-18 10:28:00,United Kingdom,1,1,1,111,Lapsed / Low
13899,16,2,388.52,2011-11-23 13:40:00,United Kingdom,4,2,2,422,Loyal
13900,183,3,740.95,2011-06-09 19:26:00,United Kingdom,1,3,3,133,At Risk (was valuable)
13901,72,5,2867.2,2011-09-28 14:48:00,United Kingdom,2,4,4,244,At Risk (was valuable)
13904,37,2,332.64,2011-11-02 13:41:00,United Kingdom,3,2,2,322,Loyal
13908,80,4,2319.55,2011-09-21 11:49:00,United Kingdom,2,3,4,234,At Risk (was valuable)
13911,57,9,2580.91,2011-10-13 15:43:00,United Kingdom,2,4,4,244,At Risk (was valuable)
13914,12,2,626.45,2011-11-28 10:35:00,United Kingdom,4,2,2,422,Loyal
13917,50,2,272.04,2011-10-21 09:56:00,United Kingdom,3,2,1,321,Loyal
13918,50,2,1212.8400000000001,2011-10-21 12:25:00,United Kingdom,3,2,3,323,Loyal
13919,59,2,348.81,2011-10-11 14:24:00,Denmark,2,2,2,222,Lapsed / Low
13922,352,1,172.25,2010-12-23 10:38:00,United Kingdom,1,1,1,111,Lapsed / Low
13923,54,1,351.13,2011-10-17 12:33:00,United Kingdom,2,1,2,212,Lapsed / Low
13924,2,6,1838.8500000000001,2011-12-08 09:39:00,United Kingdom,4,4,4,444,Champions
13925,93,3,678.25,2011-09-08 12:47:00,United Kingdom,2,3,3,233,At Risk (was valuable)
13926,23,1,223.85000000000002,2011-11-16 13:16:00,United Kingdom,3,1,1,311,Recent / New
13927,75,1,348.99,2011-09-26 12:00:00,United Kingdom,2,1,2,212,Lapsed / Low
13928,11,4,464.57,2011-11-29 10:33:00,United Kingdom,4,3,2,432,Loyal
13929,169,2,842.65,2011-06-23 15:26:00,United Kingdom,1,2,3,123,Lapsed / Low
13930,58,2,337.34,2011-10-13 09:45:00,United Kingdom,2,2,2,222,Lapsed / Low
13931,96,2,1237.53,2011-09-05 10:12:00,United Kingdom,2,2,3,223,Lapsed / Low
13932,295,1,307.4,2011-02-18 12:02:00,United Kingdom,1,1,2,112,Lapsed / Low
13933,109,2,608.7900000000001,2011-08-22 14:03:00,United Kingdom,2,2,2,222,Lapsed / Low
13934,264,1,922.1,2011-03-21 08:39:00,United Kingdom,1,1,3,113,Lapsed / Low
13936,180,1,376.58,2011-06-13 08:47:00,United Kingdom,1,1,2,112,Lapsed / Low
13937,169,1,158.85,2011-06-23 16:35:00,United Kingdom,1,1,1,111,Lapsed / Low
13938,35,1,71.66,2011-11-04 14:37:00,United Kingdom,3,1,1,311,Recent / New
13939,23,3,568.55,2011-11-16 13:33:00,United Kingdom,3,3,2,332,Loyal
13940,17,4,839.14,2011-11-22 15:15:00,United Kingdom,4,3,3,433,Champions
13941,22,5,5112.96,2011-11-18 09:43:00,United Kingdom,3,4,4,344,Champions
13946,79,3,561.5699999999999,2011-09-21 13:33:00,United Kingdom,2,3,2,232,At Risk (was valuable)
13947,65,1,90.6,2011-10-05 14:42:00,United Kingdom,2,1,1,211,Lapsed / Low
13948,361,1,102.0,2010-12-14 10:18:00,United Kingdom,1,1,1,111,Lapsed / Low
13949,3,6,2427.32,2011-12-07 09:35:00,United Kingdom,4,4,4,444,Champions
13950,11,4,745.06,2011-11-28 14:44:00,United Kingdom,4,3,3,433,Champions
13951,176,3,674.45,2011-06-16 16:43:00,United Kingdom,1,3,3,133,At Risk (was valuable)
13952,218,2,3251.07,2011-05-06 09:00:00,United Kingdom,1,2,4,124,Lapsed / Low
13953,7,7,3515.68,2011-12-02 16:04:00,United Kingdom,4,4,4,444,Champions
13954,2,2,439.92,2011-12-08 12:50:00,United Kingdom,4,2,2,422,Loyal
13955,154,2,322.96,2011-07-08 17:19:00,United Kingdom,1,2,2,122,Lapsed / Low
13956,5,5,1026.42,2011-12-04 13:20:00,United Kingdom,4,4,3,443,Champions
13959,79,3,598.2,2011-09-21 15:06:00,United Kingdom,2,3,2,232,At Risk (was valuable)
13960,21,2,230.22,2011-11-18 15:27:00,United Kingdom,3,2,1,321,Loyal
13962,22,2,169.55,2011-11-18 08:47:00,United Kingdom,3,2,1,321,Loyal
13963,308,4,664.54,2011-02-04 14:43:00,United Kingdom,1,3,2,132,At Risk (was valuable)
13967,146,1,80.7,2011-07-17 12:02:00,United Kingdom,1,1,1,111,Lapsed / Low
13969,7,17,9053.94,2011-12-02 15:11:00,United Kingdom,4,4,4,444,Champions
13971,19,8,2758.26,2011-11-21 12:06:00,United Kingdom,3,4,4,344,Champions
13972,71,2,190.25,2011-09-30 11:54:00,United Kingdom,2,2,1,221,Lapsed / Low
13973,287,1,264.7,2011-02-25 15:21:00,United Kingdom,1,1,1,111,Lapsed / Low
13974,49,1,413.59000000000003,2011-10-21 14:41:00,United Kingdom,3,1,2,312,Recent / New
13975,31,5,2526.28,2011-11-08 13:19:00,United Kingdom,3,4,4,344,Champions
13976,207,1,357.98,2011-05-17 09:13:00,United Kingdom,1,1,2,112,Lapsed / Low
13978,15,2,196.79000000000002,2011-11-25 11:36:00,United Kingdom,4,2,1,421,Loyal
13979,73,1,869.87,2011-09-27 13:32:00,United Kingdom,2,1,3,213,Lapsed / Low
13980,60,1,200.14,2011-10-10 13:34:00,United Kingdom,2,1,1,211,Lapsed / Low
13982,39,4,1871.81,2011-10-31 16:24:00,United Kingdom,3,3,4,334,Champions
13983,30,10,2603.43,2011-11-10 11:06:00,United Kingdom,3,4,4,344,Champions
13984,27,5,920.51,2011-11-13 12:38:00,United Kingdom,3,4,3,343,Champions
13985,4,15,7060.13,2011-12-05 17:06:00,United Kingdom,4,4,4,444,Champions
13986,17,1,320.46,2011-11-22 15:00:00,United Kingdom,4,1,2,412,Recent / New
13988,20,6,4147.96,2011-11-20 10:15:00,United Kingdom,3,4,4,344,Champions
13989,66,2,1266.08,2011-10-05 09:47:00,United Kingdom,2,2,3,223,Lapsed / Low
13990,213,1,311.3,2011-05-10 15:19:00,United Kingdom,1,1,2,112,Lapsed / Low
13991,12,5,854.97,2011-11-27 16:18:00,United Kingdom,4,4,3,443,Champions
13992,30,1,76.8,2011-11-09 15:23:00,United Kingdom,3,1,1,311,Recent / New
13993,43,9,3466.36,2011-10-28 09:06:00,United Kingdom,3,4,4,344,Champions
13994,4,6,2313.14,2011-12-06 11:05:00,United Kingdom,4,4,4,444,Champions
13995,15,5,1393.69,2011-11-24 14:22:00,United Kingdom,4,4,3,443,Champions
13999,10,12,3901.81,2011-11-29 13:40:00,United Kingdom,4,4,4,444,Champions
14000,211,1,635.66,2011-05-12 16:50:00,United Kingdom,1,1,2,112,Lapsed / Low
14001,46,3,2043.0800000000002,2011-10-25 10:31:00,United Kingdom,3,3,4,334,Champions
14002,134,2,529.73,2011-07-28 15:55:00,United Kingdom,2,2,2,222,Lapsed / Low
14004,43,7,4582.64,2011-10-27 14:40:00,United Kingdom,3,4,4,344,Champions
14005,10,5,2874.72,2011-11-30 12:41:00,United Kingdom,4,4,4,444,Champions
14006,116,3,962.19,2011-08-16 09:39:00,United Kingdom,2,3,3,233,At Risk (was valuable)
14009,198,2,695.61,2011-05-25 15:47:00,United Kingdom,1,2,3,123,Lapsed / Low
14012,278,1,328.8,2011-03-07 12:26:00,United Kingdom,1,1,2,112,Lapsed / Low
14013,110,3,473.02,2011-08-21 15:01:00,United Kingdom,2,3,2,232,At Risk (was valuable)
14014,77,1,505.18,2011-09-23 13:18:00,United Kingdom,2,1,2,212,Lapsed / Low
14015,53,1,917.34,2011-10-18 10:02:00,United Kingdom,2,1,3,213,Lapsed / Low
14016,162,4,4291.21,2011-07-01 11:29:00,EIRE,1,3,4,134,At Risk (was valuable)
14019,47,3,1421.61,2011-10-24 10:13:00,United Kingdom,3,3,3,333,Champions
14020,17,2,642.8,2011-11-23 09:22:00,United Kingdom,4,2,2,422,Loyal
14021,155,3,631.9,2011-07-07 15:46:00,United Kingdom,1,3,2,132,At Risk (was valuable)
14022,225,1,440.0,2011-04-28 14:39:00,United Kingdom,1,1,2,112,Lapsed / Low
14023,7,2,584.07,2011-12-02 13:58:00,United Kingdom,4,2,2,422,Loyal
14024,122,2,327.7,2011-08-10 11:30:00,United Kingdom,2,2,2,222,Lapsed / Low
14027,61,1,104.82,2011-10-10 09:01:00,United Kingdom,2,1,1,211,Lapsed / Low
14029,63,2,467.66,2011-10-07 14:46:00,United Kingdom,2,2,2,222,Lapsed / Low
14030,18,7,2360.09,2011-11-21 16:48:00,United Kingdom,4,4,4,444,Champions
14031,7,17,17286.86,2011-12-02 17:13:00,United Kingdom,4,4,4,444,Champions
14032,2,11,2975.59,2011-12-07 15:23:00,United Kingdom,4,4,4,444,Champions
14034,22,2,651.8199999999999,2011-11-17 14:02:00,United Kingdom,3,2,2,322,Loyal
14035,29,5,1428.02,2011-11-11 10:03:00,United Kingdom,3,4,3,343,Champions
14036,285,1,626.65,2011-02-28 09:26:00,United Kingdom,1,1,2,112,Lapsed / Low
14037,176,2,147.20000000000002,2011-06-16 13:57:00,United Kingdom,1,2,1,121,Lapsed / Low
14038,78,3,1560.38,2011-09-22 13:37:00,United Kingdom,2,3,3,233,At Risk (was valuable)
14039,33,1,152.2,2011-11-06 13:48:00,United Kingdom,3,1,1,311,Recent / New
14040,41,11,3614.92,2011-10-30 12:42:00,United Kingdom,3,4,4,344,Champions
14041,266,1,141.41,2011-03-18 13:25:00,United Kingdom,1,1,1,111,Lapsed / Low
14044,27,4,652.82,2011-11-13 12:05:00,United Kingdom,3,3,2,332,Loyal
14045,109,3,1659.75,2011-08-22 15:27:00,United Kingdom,2,3,4,234,At Risk (was valuable)
14046,284,1,151.59,2011-02-28 14:48:00,United Kingdom,1,1,1,111,Lapsed / Low
14047,9,5,1308.6100000000001,2011-12-01 11:43:00,United Kingdom,4,4,3,443,Champions
14048,305,1,409.93,2011-02-07 14:53:00,United Kingdom,1,1,2,112,Lapsed / Low
14049,17,4,5681.72,2011-11-23 12:20:00,United Kingdom,4,3,4,434,Champions
14050,32,2,746.36,2011-11-08 10:00:00,United Kingdom,3,2,3,323,Loyal
14051,1,22,15610.390000000001,2011-12-09 10:20:00,United Kingdom,4,4,4,444,Champions
14052,20,1,225.36,2011-11-20 12:30:00,United Kingdom,3,1,1,311,Recent / New
14053,124,2,260.25,2011-08-07 14:27:00,United Kingdom,2,2,1,221,Lapsed / Low
14054,65,1,92.46,2011-10-05 15:49:00,United Kingdom,2,1,1,211,Lapsed / Low
14055,106,1,725.6400000000001,2011-08-25 15:04:00,United Kingdom,2,1,3,213,Lapsed / Low
14056,1,23,8214.65,2011-12-08 13:36:00,United Kingdom,4,4,4,444,Champions
14057,24,14,6217.96,2011-11-16 10:32:00,United Kingdom,3,4,4,344,Champions
14059,267,1,183.6,2011-03-18 10:06:00,United Kingdom,1,1,1,111,Lapsed / Low
14060,5,19,6140.42,2011-12-05 12:29:00,United Kingdom,4,4,4,444,Champions
14062,10,11,10464.85,2011-11-30 10:04:00,United Kingdom,4,4,4,444,Champions
14064,29,5,1353.74,2011-11-10 13:14:00,United Kingdom,3,4,3,343,Champions
14066,267,1,152.55,2011-03-18 12:21:00,United Kingdom,1,1,1,111,Lapsed / Low
14067,64,2,374.7,2011-10-07 10:21:00,United Kingdom,2,2,2,222,Lapsed / Low
14068,320,1,265.85,2011-01-23 16:02:00,United Kingdom,1,1,1,111,Lapsed / Low
14071,4,7,1424.0,2011-12-06 12:27:00,United Kingdom,4,4,3,443,Champions
14073,32,1,151.04,2011-11-07 15:49:00,United Kingdom,3,1,1,311,Recent / New
14075,5,3,942.26,2011-12-05 08:38:00,United Kingdom,4,3,3,433,Champions
14076,129,1,122.47,2011-08-02 15:19:00,United Kingdom,2,1,1,211,Lapsed / Low
14077,41,5,499.41999999999996,2011-10-30 12:35:00,United Kingdom,3,4,2,342,Loyal
14078,102,6,1049.37,2011-08-30 12:16:00,United Kingdom,2,4,3,243,At Risk (was valuable)
14079,125,1,375.1,2011-08-07 12:10:00,United Kingdom,2,1,2,212,Lapsed / Low
14080,33,1,45.599999999999994,2011-11-07 11:09:00,United Kingdom,3,1,1,311,Recent / New
14081,302,2,934.52,2011-02-10 16:17:00,United Kingdom,1,2,3,123,Lapsed / Low
14082,365,1,182.25,2010-12-10 11:02:00,United Kingdom,1,1,1,111,Lapsed / Low
14083,4,8,1018.43,2011-12-05 13:14:00,United Kingdom,4,4,3,443,Champions
14085,2,16,4448.54,2011-12-07 13:46:00,United Kingdom,4,4,4,444,Champions
14087,3,1,194.42,2011-12-07 12:41:00,United Kingdom,4,1,1,411,Recent / New
14088,10,12,50491.81,2011-11-29 16:16:00,United Kingdom,4,4,4,444,Champions
14089,57,1,161.0,2011-10-14 10:38:00,United Kingdom,2,1,1,211,Lapsed / Low
14090,325,1,76.32000000000001,2011-01-19 10:51:00,United Kingdom,1,1,1,111,Lapsed / Low
14092,8,12,4076.91,2011-12-02 12:13:00,United Kingdom,4,4,4,444,Champions
14093,12,1,442.85,2011-11-27 16:27:00,United Kingdom,4,1,2,412,Recent / New
14096,4,17,53258.43,2011-12-05 17:17:00,United Kingdom,4,4,4,444,Champions
14098,37,1,147.35,2011-11-03 10:13:00,United Kingdom,3,1,1,311,Recent / New
14099,16,11,3104.17,2011-11-23 13:53:00,United Kingdom,4,4,4,444,Champions
14100,138,1,194.9,2011-07-25 11:01:00,United Kingdom,2,1,1,211,Lapsed / Low
14101,74,6,5976.79,2011-09-27 12:28:00,United Kingdom,2,4,4,244,At Risk (was valuable)
14102,5,5,1360.28,2011-12-04 15:38:00,United Kingdom,4,4,3,443,Champions
14104,155,2,216.20999999999998,2011-07-08 12:50:00,United Kingdom,1,2,1,121,Lapsed / Low
14105,239,1,1266.23,2011-04-14 17:58:00,United Kingdom,1,1,3,113,Lapsed / Low
14107,52,7,2703.23,2011-10-19 12:12:00,United Kingdom,2,4,4,244,At Risk (was valuable)
14108,31,2,597.91,2011-11-09 10:41:00,United Kingdom,3,2,2,322,Loyal
14109,73,1,144.2,2011-09-28 10:18:00,United Kingdom,2,1,1,211,Lapsed / Low
14110,4,12,5683.15,2011-12-06 12:26:00,United Kingdom,4,4,4,444,Champions
14111,14,4,692.85,2011-11-25 13:44:00,United Kingdom,4,3,3,433,Champions
14112,23,5,2915.15,2011-11-17 12:30:00,United Kingdom,3,4,4,344,Champions
14113,4,4,1840.42,2011-12-06 12:18:00,United Kingdom,4,3,4,434,Champions
14114,274,2,386.53,2011-03-11 09:42:00,United Kingdom,1,2,2,122,Lapsed / Low
14116,20,5,1382.74,2011-11-20 10:29:00,United Kingdom,3,4,3,343,Champions
14117,144,1,90.0,2011-07-19 09:49:00,United Kingdom,1,1,1,111,Lapsed / Low
14121,4,4,2780.15,2011-12-06 12:19:00,United Kingdom,4,3,4,434,Champions
14124,84,1,419.58000000000004,2011-09-16 13:32:00,United Kingdom,2,1,2,212,Lapsed / Low
14125,11,3,2740.43,2011-11-29 12:47:00,United Kingdom,4,3,4,434,Champions
14126,8,2,706.1300000000001,2011-12-02 11:45:00,United Kingdom,4,2,3,423,Loyal
14127,123,3,709.71,2011-08-09 10:49:00,United Kingdom,2,3,3,233,At Risk (was valuable)
14128,61,2,637.5,2011-10-10 12:00:00,United Kingdom,2,2,2,222,Lapsed / Low
14129,2,4,1123.8600000000001,2011-12-08 11:02:00,United Kingdom,4,3,3,433,Champions
14130,319,1,483.86,2011-01-24 16:05:00,United Kingdom,1,1,2,112,Lapsed / Low
14132,2,11,3586.0299999999997,2011-12-07 13:35:00,United Kingdom,4,4,4,444,Champions
14133,130,2,605.64,2011-08-02 11:34:00,United Kingdom,2,2,2,222,Lapsed / Low
14135,2,14,4690.31,2011-12-08 11:38:00,United Kingdom,4,4,4,444,Champions
14138,2,2,982.3800000000001,2011-12-08 12:44:00,United Kingdom,4,2,3,423,Loyal
14139,46,1,415.82,2011-10-24 13:34:00,United Kingdom,3,1,2,312,Recent / New
14140,4,2,935.05,2011-12-06 09:05:00,United Kingdom,4,2,3,423,Loyal
14141,3,4,915.13,2011-12-07 09:53:00,United Kingdom,4,3,3,433,Champions
14142,373,1,311.81,2010-12-01 16:33:00,United Kingdom,1,1,2,112,Lapsed / Low
14143,134,1,115.8,2011-07-29 09:48:00,United Kingdom,2,1,1,211,Lapsed / Low
14145,47,4,3742.2,2011-10-24 12:10:00,United Kingdom,3,3,4,334,Champions
14146,9,4,4191.0,2011-12-01 10:18:00,United Kingdom,4,3,4,434,Champions
14147,78,2,483.4,2011-09-22 18:10:00,United Kingdom,2,2,2,222,Lapsed / Low
14148,234,1,157.2,2011-04-20 12:02:00,United Kingdom,1,1,1,111,Lapsed / Low
14149,221,1,446.62,2011-05-03 09:44:00,United Kingdom,1,1,2,112,Lapsed / Low
14150,36,2,658.64,2011-11-04 10:05:00,United Kingdom,3,2,2,322,Loyal
14152,75,2,621.29,2011-09-25 12:54:00,United Kingdom,2,2,2,222,Lapsed / Low
14154,239,1,1345.62,2011-04-14 16:26:00,United Kingdom,1,1,3,113,Lapsed / Low
14155,266,1,118.75,2011-03-18 14:13:00,United Kingdom,1,1,1,111,Lapsed / Low
14156,10,43,116729.63,2011-11-30 10:54:00,EIRE,4,4,4,444,Champions
14157,20,2,432.88,2011-11-20 11:32:00,United Kingdom,3,2,2,322,Loyal
14158,40,1,507.66,2011-10-30 15:08:00,United Kingdom,3,1,2,312,Recent / New
14159,20,11,4690.64,2011-11-20 12:36:00,United Kingdom,3,4,4,344,Champions
14161,216,3,1110.52,2011-05-08 11:41:00,United Kingdom,1,3,3,133,At Risk (was valuable)
14162,174,2,289.36,2011-06-19 11:36:00,United Kingdom,1,2,1,121,Lapsed / Low
14163,87,4,2445.91,2011-09-13 15:18:00,United Kingdom,2,3,4,234,At Risk (was valuable)
14164,71,2,1631.77,2011-09-30 12:24:00,United Kingdom,2,2,4,224,Lapsed / Low
14165,276,1,122.53999999999999,2011-03-09 12:39:00,United Kingdom,1,1,1,111,Lapsed / Low
14167,39,4,574.84,2011-10-31 14:29:00,United Kingdom,3,3,2,332,Loyal
14171,98,1,363.79,2011-09-02 16:43:00,United Kingdom,2,1,2,212,Lapsed / Low
14173,11,3,450.84,2011-11-29 11:54:00,United Kingdom,4,3,2,432,Loyal
14174,33,1,134.46,2011-11-06 13:17:00,United Kingdom,3,1,1,311,Recent / New
14175,60,3,3222.3,2011-10-11 11:55:00,United Kingdom,2,3,4,234,At Risk (was valuable)
14176,297,3,576.9000000000001,2011-02-15 13:12:00,United Kingdom,1,3,2,132,At Risk (was valuable)
14177,86,3,559.41,2011-09-14 15:11:00,United Kingdom,2,3,2,232,At Risk (was valuable)
14178,9,7,1600.93,2011-12-01 12:01:00,United Kingdom,4,4,3,443,Champions
14179,41,2,719.78,2011-10-30 12:07:00,United Kingdom,3,2,3,323,Loyal
14180,11,24,4748.52,2011-11-29 10:56:00,United Kingdom,4,4,4,444,Champions
14184,67,1,452.89,2011-10-04 12:43:00,United Kingdom,2,1,2,212,Lapsed / Low
